Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Control3,Control4,Control5,Control6,Control7,Experimental10,Expeirmental11,Exp12,Exp13,Exp14,Exp15,Exp16,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22
1793,2106,892,2114,1934,2517,4400,1376,3687,4104,3978,653,953,4670,2420,3204,980,4232,3493,3858,2706,58,2637,3474,1560,3325,3616,3845,1133,4497,3615,113,3081,4038,691,3782,2726,668,4859,2555,1714,4002,2744,264,2699,4250,181,2318,1263,3906,508,2848,2399,735,1208,1,1933,2051,1904,4720,2293,3598,4482,736,2182
1794,4124,2640,1972,574,1199,2620,2119,3534,4878,2005,849,90,2564,3408,1925,3867,1337,961,3014,2824,270,1292,507,680,3898,1305,2624,72,2931,3450,659,676,994,358,1890,1625,2409,638,3814,497,1090,3264,1268,2151,354,2439,4263,1638,3547,2425,906,3690,1444,4440,4627,2468,3306,4125,3856,3966,4394,1080,7,2014
1795,225,4620,4965,2133,631,4495,1356,1512,2699,2411,453,644,3225,629,3574,3374,607,2251,1132,4413,94,3995,2358,1041,1011,2423,2605,4456,1238,2991,1235,4393,4863,2280,4404,1947,3578,3340,1564,4926,4515,2071,2465,3049,1445,2803,3846,3833,3721,3876,1411,3612,1314,4449,639,2442,2015,1710,4991,2141,2785,2164,1636,3373
1796,2276,104,1713,738,2773,931,3568,3594,644,4079,3893,1083,2074,4672,1825,3300,3556,4259,415,2312,4398,761,3700,3550,1851,2693,3973,492,3486,4096,3565,1286,1959,4293,2546,928,245,1229,3302,2358,3745,4185,3526,3650,1283,2722,1549,4759,4750,847,3092,3935,3459,1552,4476,3199,837,3476,3145,2579,2724,2949,284,1171
1797,1491,3336,2388,2239,1015,1727,4635,793,2849,4853,1742,1332,3335,1303,1338,3062,2855,1609,3350,4086,3376,3034,4578,3856,1020,3788,4218,4313,4859,1924,353,3777,3019,2916,1408,4212,1608,4844,136,1211,4193,1793,2076,4398,4000,4722,1732,2262,3370,4697,717,2211,2743,3558,3229,2506,4979,4429,329,874,3277,1548,2710,4275
1798,1579,4343,1495,2954,4740,2649,4661,909,3254,1364,1745,4940,345,2312,3719,3511,1652,4160,4224,4973,2072,2948,611,681,4326,3536,138,4753,3882,3478,2021,4982,582,3457,1285,691,1873,4048,1580,2489,3514,4807,4281,3581,1769,1549,1357,4536,3647,3001,4752,1314,4276,2120,2670,3820,3980,3483,2439,3118,4144,4236,397,4840
1799,179,330,1801,1216,1079,3432,1741,1818,3610,3323,2579,83,1514,3725,2609,3051,1428,3890,4297,4,1121,1824,4359,1394,579,4801,2019,200,2554,3977,2270,3117,594,1153,4952,326,1102,1965,3183,1779,84,978,2365,3195,3447,1903,4904,1414,4253,4421,1655,2003,829,1174,3446,70,4226,4788,998,2054,1087,3125,3511,4372
1800,3835,3863,293,1256,3091,3382,2944,1805,4033,329,1389,38,2223,4209,2421,1148,3657,147,811,3125,1342,1876,55,1851,727,2762,2292,1933,4577,2029,2372,325,3968,22,842,4154,454,4392,3904,3694,1259,2131,353,3718,2073,2113,2756,76,4720,1050,1925,2040,2470,2812,3495,3740,1663,3349,2240,4745,4379,709,1791,1646
1801,781,1511,726,1975,4379,686,3942,1720,1889,4889,475,2605,2978,4103,2720,2700,4933,1468,1633,2928,3670,556,3054,1514,4967,185,1811,4281,4646,3985,4991,3874,879,4035,3071,4967,3780,2030,4903,775,2662,662,4650,3300,1211,690,1806,3126,4918,246,3886,2377,566,2572,89,3549,4068,2097,2115,2644,951,2104,3270,4667
1802,2007,638,303,2548,4884,3530,1640,2298,1386,4341,702,4722,1876,2953,261,129,4492,4896,2029,3743,4133,591,1545,684,62,4887,3080,2256,2418,3499,3012,1923,1571,4138,4585,3538,2546,3677,2256,4073,651,2563,527,4434,409,1707,1682,1651,486,1121,3224,45,2739,3164,600,4035,1826,3187,3574,3073,151,479,62,2201
1803,281,1809,1330,4385,4815,755,1538,4834,76,312,3799,568,1288,4129,1654,1651,2371,3850,1871,3119,1312,4748,1520,895,1878,3264,3160,3405,3653,3589,838,2812,4877,4416,1939,3491,4897,4145,4430,2625,1651,3685,3151,2418,4439,1255,1569,4596,1813,441,3260,3918,3444,4671,345,1183,1707,1868,4032,4702,520,224,1142,4823
1804,2142,1631,3074,3291,1008,1886,2803,229,459,609,1675,2148,4070,474,4479,1789,2539,3307,3214,1669,203,1175,2530,1788,46,3469,4670,1802,2010,1112,953,1678,4838,2920,3630,1729,3600,1315,3341,4219,4331,1835,4166,1646,3295,982,334,4100,4648,634,4884,2046,3116,2870,4805,824,3203,2168,960,308,2480,2129,726,550
1805,4578,3360,160,2745,1887,4185,3541,156,2372,4616,4609,3051,2251,3840,811,418,1263,3942,3062,4928,774,4450,3836,1777,3888,4042,4083,2637,1164,2231,1890,57,4973,415,3364,2091,4733,2834,3094,3181,3939,866,999,3785,494,4189,470,2068,919,2713,3932,3648,3055,3294,249,4346,1130,434,1473,3478,2341,1921,108,4402
1806,3860,1681,3259,4180,97,453,4439,3929,1507,2261,2662,1835,4991,1305,1739,1241,135,2578,3810,3163,408,1101,1626,1251,1128,3466,3314,1864,2054,3255,928,2347,1128,2556,4648,2083,1424,4585,8,1332,2551,2332,3040,723,2001,759,3238,4992,1987,1536,3656,1042,931,778,1993,3568,491,475,2147,179,3575,2126,1269,132
1807,2686,3903,58,4196,2343,1155,2874,1937,4436,4377,844,2715,4266,535,3069,1717,3533,3884,48,4673,4161,917,4730,4555,2210,4898,188,1379,2249,395,527,3425,1588,2197,2991,3800,4781,3118,1433,3692,527,4203,2383,3709,4466,187,2785,4996,3408,1180,4457,4882,3629,3305,1771,1396,4192,4858,4956,637,3652,4989,2371,4011
1808,4414,1076,845,41,713,4338,369,1722,1553,4326,4574,440,3914,4799,615,3890,870,3447,4316,2783,1410,1103,2068,723,166,1523,3947,563,1610,4456,1125,3447,785,2103,1991,4538,4857,2801,1754,4865,1889,4008,143,2875,339,2908,382,4140,4597,535,2916,3043,3707,3129,572,4171,3223,1313,4291,831,4545,1262,2657,2373
1809,1230,2154,2798,2795,3437,1588,4516,3212,1851,1453,2108,991,830,1551,2966,3827,1259,1451,3033,1731,2473,2397,4715,1105,4710,1185,923,3597,1182,3197,544,413,2158,870,1877,176,3916,1013,385,3142,3379,3329,4492,1112,3288,2189,2109,797,1191,4360,2791,3350,378,2756,3182,3965,2364,1848,4448,1071,1318,1216,1261,1060
1810,3664,4845,452,4461,1698,4637,3729,1904,1391,2561,4602,3629,1057,3088,4137,2457,4132,2642,689,625,4142,3385,4139,1371,4056,1494,1765,794,313,394,779,93,4567,4523,583,4750,1868,2069,3702,2366,4334,3778,2236,2593,2670,559,3611,1622,3679,342,489,4013,1798,2150,1061,658,1104,1037,1974,1421,718,3886,679,2021
1811,481,2835,3220,465,4340,2935,3023,1905,2711,2410,3654,4390,2084,3835,905,2928,3510,680,1187,2247,3799,4962,1456,4295,886,4324,1478,16,818,1730,3980,1804,4756,1345,136,3000,2325,1154,424,2811,4263,1905,2798,1646,381,3637,2718,3272,2187,3611,3881,1439,1941,67,0,3997,1603,4915,4648,4566,700,1865,4684,4547
1812,4149,4017,2428,2780,2301,76,3592,635,3161,3204,4719,1284,2302,4152,304,184,4666,1282,2018,2395,3710,3633,57,2139,818,4216,4620,3762,4449,4768,3822,1616,3963,661,2298,2967,1934,2944,4232,1362,3031,4098,2933,3233,1995,3006,1397,4513,1134,4163,824,1117,3371,758,2346,2164,3893,2906,2014,1332,3126,3076,2360,3239
1813,3588,1640,513,982,1761,2466,3786,3834,806,4720,4350,1842,4186,2433,2433,3042,3866,2624,3862,3541,2087,2925,2529,3946,3142,1024,930,3872,604,3200,808,3606,3377,3733,4558,4158,2056,4875,2835,4960,132,3810,229,4432,420,1423,2099,1425,4311,3220,2383,1794,4156,2970,11,4135,610,1936,663,3449,34,3982,4378,4917
1814,4179,2263,1163,2152,841,3655,3483,3964,2584,4323,4145,1524,2030,2855,1226,338,3271,1222,1472,2420,3545,3708,1322,2959,4206,405,3685,242,3694,95,4925,476,2013,4315,4870,3600,4926,2327,3392,3316,3158,1269,2622,1136,919,883,2220,637,4210,2272,2891,1153,64,1530,3435,2595,4049,1052,1743,215,4519,2999,2128,188
1815,2034,2478,401,3059,632,2115,2331,2407,2672,3717,824,3994,1855,3108,2524,4877,4216,3479,4331,4190,4411,1405,1872,4042,527,1173,899,2433,3984,4343,2235,1361,3526,4698,3674,1795,3833,4055,3351,563,1072,2740,290,826,2398,1657,1535,2959,4711,2872,2197,1085,2023,4383,4886,3281,115,50,4735,4548,4953,2629,536,2466
1816,1263,2201,2236,4740,2871,4987,957,1258,3880,2116,2862,2252,1690,4573,1815,898,2864,962,4543,704,1422,1455,3008,2944,1031,3202,4092,4024,365,3638,1487,1616,4134,3830,202,1016,1794,3963,2703,2493,2099,3756,1189,3390,293,1444,3035,3586,4695,3544,1424,2236,324,4464,1111,1362,600,948,2735,1097,3370,408,12,2987
1817,1296,4266,3729,4751,3659,4636,2071,3465,4119,4224,743,55,1892,4287,3657,4388,1291,2584,509,4854,4545,3557,3351,3744,69,1050,3115,4425,3487,1526,1571,708,3944,756,1823,4061,4531,4036,1440,1334,3342,8,753,437,703,814,1850,3033,4915,1390,1130,3649,3217,2263,1868,71,4362,3325,218,1467,1424,3231,3340,61
1818,308,1499,2222,4950,3584,406,4263,4305,4168,2258,76,4686,4346,2227,3251,570,4252,1491,4290,4616,1112,4261,686,2129,3859,1869,1386,2589,2699,4901,1534,3172,2996,1355,1901,3821,3562,182,3472,4978,4645,190,3592,659,3590,2001,1326,2229,3473,2176,4392,3999,3784,2092,1629,2166,1303,4928,4150,3473,1516,1483,1796,1935
1819,1915,3692,2105,1627,2639,1471,2262,4753,1269,3164,3411,2828,3934,3897,4744,1777,2233,575,2875,4576,1552,3687,4589,4178,4115,1894,2697,1256,2169,4944,589,823,2283,4686,2095,4091,3521,1148,2845,3647,1910,2676,3716,4297,2567,3966,2743,3309,115,2107,4739,2363,2187,2073,3357,450,4400,2386,2368,4914,1110,4441,2454,3869
1820,4290,510,3015,1597,4762,684,1121,3384,4883,3479,3600,4988,171,3773,3942,3048,4730,3864,520,2002,1996,3580,4742,4242,4824,614,3654,1449,819,626,3521,732,3705,4592,2681,1161,2338,4571,959,3509,1966,3393,2412,731,685,4365,4365,536,807,1920,3277,2495,2696,2491,409,661,3043,2738,4082,4774,1400,1191,3271,212
1821,4539,3039,2138,4356,687,2950,2215,4890,2478,4734,4955,425,1773,560,679,4378,1143,1509,1188,445,1304,4450,1875,4887,1213,303,1174,1091,3635,1286,3329,4683,200,2445,1554,2139,1469,600,4140,2133,754,219,1084,2488,4621,4496,3872,750,4703,1285,3014,4396,2340,4418,3223,1517,3429,2555,4358,3301,1645,2361,579,4770
1822,4004,2433,2786,2289,2983,1420,3427,1574,4357,3711,2176,1842,509,717,2447,750,3385,2054,2584,2161,1722,3537,4451,1690,1768,2737,709,2093,3097,2641,6,2977,2597,4789,3896,4671,839,1370,392,1354,1745,435,1879,4517,3883,2436,4587,3319,4592,4279,4501,744,1411,3394,197,4579,798,3649,2741,1169,1102,1325,1114,2357
1823,2978,4823,1411,1932,4914,4534,2560,1100,3806,4117,356,3770,517,3045,629,1006,361,1959,3126,3389,1117,68,4893,2089,2630,602,2260,35,2443,3976,460,1287,1272,4672,2985,2904,3416,2816,2853,1785,224,2986,740,1599,3769,2970,1656,59,3204,2100,1507,334,820,4334,3613,1008,4373,4067,4369,1826,2502,4747,83,35
1824,2387,1246,4119,2271,1451,4206,4354,1366,2691,267,1756,4003,1419,3601,2027,3053,880,2434,2837,2940,4594,922,730,2773,3364,2524,723,3062,4302,3426,1723,917,2476,1478,43,3738,1142,4331,4363,1748,1982,223,1337,427,3134,410,4117,341,4677,854,4749,2874,3882,1434,184,3188,981,3784,3204,1434,413,1668,3594,352
1825,352,468,3198,1049,1859,808,4810,1020,2188,4695,556,940,18,3596,2481,555,3844,4887,2538,4508,3947,811,52,4968,3482,2062,2592,3066,653,3684,585,468,4712,1572,3127,2790,4437,4386,879,4897,2741,4739,1875,3231,3719,1535,3636,344,4103,2865,4383,4831,3845,321,4777,1013,3026,1300,3876,4217,4485,4407,4513,1194
1826,1013,3384,1266,1155,474,2661,1950,3245,3720,3223,2431,2403,3575,1956,1990,4311,4918,2834,2271,1615,303,2336,3749,3662,1344,1744,3623,1446,3736,546,1894,3584,1559,2674,576,2180,2560,4621,201,688,3697,946,261,3927,1518,3734,4081,1499,2723,4872,4675,3525,4171,3283,3596,54,4051,2059,2549,143,1277,664,4771,1134
1827,2920,4648,598,1103,279,1526,3537,825,659,3722,1992,291,531,533,656,1710,4397,4018,1894,3496,4438,4676,4811,736,799,1223,3516,550,1370,4423,783,1982,1565,421,4732,3215,2349,3255,4750,225,4781,1370,2188,1653,2484,1583,687,4122,4184,4788,6,1085,3487,4732,4416,2212,283,851,3411,1963,1132,197,1737,171
1828,3405,2664,3588,2869,2705,2004,851,4593,62,1735,799,3398,2515,2659,1618,2179,3901,566,3612,2651,818,2992,1280,2798,326,1784,4656,3139,912,1254,1897,1798,2389,1905,4452,372,684,4523,4983,1799,2420,2432,2613,457,160,384,1027,4897,619,1489,3052,721,2980,4751,2501,846,2445,4978,73,2921,4866,837,4527,2710
1829,2403,1807,2043,3808,4648,2104,3320,815,4642,3533,846,675,3536,1254,966,1793,1111,4737,4687,2412,4503,4459,2939,208,4294,4808,2631,3354,1570,907,4264,4231,4675,1576,2645,2724,3196,80,1767,1167,305,395,2479,4514,527,3795,1121,4057,4571,177,2223,3596,1092,2129,2985,3127,2265,4563,450,1689,4701,3669,175,304
1830,2199,4075,2899,4556,2244,4877,135,2177,3248,2475,2204,300,3923,4666,4456,2564,203,1400,3068,3867,2263,1120,180,2344,2944,2220,4651,2921,2138,3423,2059,3361,2471,404,3867,1664,3091,2322,3202,4680,2740,3504,887,3462,581,2803,958,158,1476,4449,4731,2814,1888,1109,1481,3027,4009,3014,3157,590,3235,999,3969,184
1831,3114,3444,4265,3806,2997,4384,2661,4885,3664,1061,2842,2439,2447,4057,2156,3770,383,3678,1517,1252,1163,3758,4600,3528,454,952,618,2398,3866,4367,2883,2623,708,734,3079,1720,4690,4836,4240,4111,2792,286,2796,1396,693,1337,2174,2241,2666,4294,2797,3407,3952,4940,1251,2868,1067,3966,4101,555,4682,2705,2477,26
1832,1233,4364,3742,2477,3851,2753,1623,1223,544,118,631,4495,1872,4706,3522,1625,1147,1314,2250,510,4586,4757,662,4509,2328,2972,1269,3010,1496,1993,2997,2874,4912,1051,2211,274,3651,937,3680,3726,2304,3522,4576,215,2748,3759,260,2562,1615,1876,4513,904,3404,2584,3615,1507,327,2452,147,3168,77,3042,2143,1692
1833,4807,2000,462,4026,4487,1102,193,1951,852,1348,3066,2487,4868,2555,3362,2774,4588,1867,4833,2595,1302,4941,1816,590,1615,4162,1970,2594,4184,43,3884,4523,1452,721,3896,709,3171,780,4022,4165,2946,3513,330,1147,409,214,4097,2868,1492,3007,3912,4014,3386,4998,695,2494,2428,2971,1853,3929,2521,3231,3302,4789
1834,1751,1555,2108,1432,678,1383,364,2535,3226,402,1485,2155,2362,4831,1964,3812,1339,3978,4569,4371,4182,2447,1200,2749,4786,4759,98,1186,3264,2448,4918,2704,4207,3726,4568,3196,3914,1149,2930,4693,768,3614,3379,3247,1669,4414,4910,2614,4595,3334,2859,3542,4868,205,3358,2056,4727,4344,1330,579,3413,1095,1648,3317
1835,3548,3308,3247,883,2091,2841,3073,2536,2729,862,3340,4482,2427,4629,4037,2096,3440,1134,2269,2421,4049,1343,3274,3888,3439,3412,4447,3742,603,1455,583,3831,4444,720,633,2023,4038,435,277,3358,1233,4964,259,4876,2918,2060,2927,1111,3484,4843,2645,448,3650,2842,1354,3974,331,266,4055,20,4432,4790,3623,2791
1836,3625,2084,1717,3553,846,2784,2944,1220,1327,2842,2956,1573,3321,3435,4786,4000,2742,1604,3684,1480,4305,2838,59,4735,1787,1300,965,2060,3811,4832,568,3967,944,4515,4366,2185,937,2691,2222,2401,3574,17,1908,2030,628,3257,1158,906,1359,1534,2182,3732,1414,1712,1757,2003,219,4038,3782,2817,1303,4940,2160,2498
1837,27,3463,1379,3947,2658,3742,78,3023,1933,4498,4378,603,1764,1007,4580,3290,4704,4333,4861,4896,147,3434,2325,2166,337,2499,3063,1390,4327,3563,3465,1476,3261,4180,1467,1645,85,3232,2630,367,2633,1839,541,2707,266,658,154,4804,3082,1110,4862,2321,2896,3286,3573,2671,3474,4520,2311,2147,2975,1353,3824,1963
1838,1070,4611,4124,3249,2788,1040,3315,471,4270,1113,2324,1001,406,315,4480,1644,1902,3641,802,3530,3070,2542,4037,4103,802,2602,1417,4958,515,1187,1518,1990,2075,2095,2362,1281,2415,973,2583,175,696,618,3414,4758,4543,2737,355,1280,1144,2583,4671,2305,531,1764,3371,2388,1636,1795,1015,3051,3817,49,4915,4665
1839,3861,4268,9,375,649,144,2929,2212,3258,2171,2236,3279,17,2060,4444,3027,4993,2734,2843,3459,2686,189,1175,4120,2049,2015,1339,4167,2827,583,3031,3896,3366,2784,2355,2335,1834,1610,246,112,2073,1704,982,3216,3768,1023,4601,4085,1898,966,888,1242,4957,1440,2114,860,4168,2267,2363,1636,4496,3482,28,2192
1840,1419,4231,3214,3396,853,468,4279,4318,3338,1678,1286,2661,1809,950,1017,481,2134,4327,2035,1839,964,502,4222,4434,2187,3550,794,1955,2022,2939,2498,3152,503,1831,3078,2715,1894,1982,525,1729,1174,4557,389,4462,3708,4830,4203,3042,2752,1327,1766,99,3855,2867,2448,4989,4293,2092,568,1158,276,1836,1341,2661
1841,3740,61,1772,2521,2321,1537,1341,2594,4910,1574,3376,1018,630,4450,438,3429,345,4335,1425,2086,4385,77,2848,41,4927,478,2312,4184,44,1236,4380,3065,3937,4070,370,532,4137,2543,732,1721,2647,4351,2998,283,2560,4957,3100,583,592,4606,4695,4361,3787,234,3101,2405,1247,2377,2193,695,1442,3173,4661,3975
1842,1317,2310,2952,4385,2566,2733,3929,3676,4098,590,3516,3772,56,847,2872,3566,4629,3197,2842,1072,4146,897,1244,2351,517,1088,2928,2691,4856,1099,3588,624,1325,4629,218,3217,3292,2719,1088,1268,528,1942,553,4166,3403,3843,267,1660,365,3053,767,3649,453,2583,181,1237,2364,1118,1868,4359,4988,817,1595,3551
1843,1673,3591,4419,827,3791,2663,2596,1112,1088,274,449,4785,2243,2168,3290,3300,4739,4637,4389,4016,2880,1994,4646,4180,830,2083,126,4266,3209,4651,4442,1631,2273,3346,4399,2340,2015,3723,2113,686,4896,1603,4503,3013,1403,67,506,3830,417,1612,4480,1910,1304,4748,2751,3674,4880,4650,1823,3832,426,1066,2139,3120
1844,2655,1600,2826,4063,3753,3082,928,1686,2340,1360,3902,1298,4531,2407,1538,1886,3595,77,3680,3095,4861,1158,3613,3731,2257,1438,4487,3643,356,1750,1099,3769,1102,1121,4271,2350,3822,88,968,855,3095,1363,2765,2753,2430,4869,4496,1838,1920,4130,1786,100,4049,2580,3872,4495,1227,3178,4818,2792,2413,302,1387,2789
1845,4336,3566,1688,1974,1442,4431,2159,1866,3657,3329,3807,2499,184,3850,1383,4348,4850,4089,159,1303,1565,631,3243,3484,1753,3431,2159,1061,2698,2206,2506,399,3833,63,3575,3200,2540,3900,4073,926,2239,3124,3288,3938,1353,1924,2246,3264,2143,3810,3828,4924,1480,2741,4611,2352,4837,4753,3496,4755,3181,4722,1307,419
1846,4843,1211,3226,4738,796,4585,3376,514,4575,469,4735,3636,2686,876,1353,2995,2140,3090,1905,3839,4526,2097,1083,1765,4816,1094,2604,2834,1196,1856,4265,3893,4051,3938,315,4570,1659,3915,4425,1511,3236,1993,2840,3329,2934,4322,4632,623,2460,3872,3881,4836,3963,3733,4530,2661,4007,150,1191,3737,1146,4860,2000,1797
1847,3734,4811,1752,805,4553,177,4669,4165,2839,839,4143,412,2148,4364,3198,1346,2269,505,1095,1310,249,741,667,4598,4910,1325,745,2242,3845,1868,2004,3970,1686,2809,849,1199,3688,3556,2663,2103,465,1979,4137,1774,1617,1006,848,1866,2617,1267,275,0,2100,2505,4340,4219,947,3218,1315,288,3324,1192,3479,498
1848,3232,2543,4396,1316,3511,2248,2461,401,4278,2426,4170,1293,1096,4714,2476,1648,2249,4775,2593,2125,717,3195,1560,3101,566,1632,2259,969,4025,2060,2459,1179,2501,2673,1714,1117,1498,4005,913,3711,2432,220,3049,3035,2259,1705,4748,2929,1819,2932,4541,4681,4929,2693,3302,1884,3085,1858,3250,2910,2646,1995,1233,4222
1849,1880,2582,3121,4416,1361,4747,674,4700,1354,3514,2231,1002,2666,2013,717,1059,1086,2520,3810,4306,376,3213,4595,3042,2677,3274,478,1085,4972,2737,2089,1091,1306,2421,2500,1801,652,844,4005,464,3743,558,2660,391,2639,3973,1564,1130,4774,1494,3975,830,172,3037,4371,3365,3989,4627,3715,4194,4814,1796,337,1716
1850,1739,2677,4712,1701,3121,3538,1630,2139,2582,4170,3273,567,234,1690,3636,2570,2931,4545,1186,3544,2455,2533,4016,3583,2033,3747,1200,3654,691,3282,3709,439,1467,4264,2780,2641,2319,3899,2099,4869,1784,2175,2430,2910,3408,1296,3663,2197,614,993,486,760,2272,1315,1987,1221,1876,861,489,4286,1301,2718,1611,558
1851,3002,4763,1885,1517,48,1707,1,283,2467,3045,2889,3776,2731,2867,2557,2182,1725,2713,2570,3766,462,2079,2748,2149,716,1477,260,1642,489,233,3363,4588,3004,2265,3375,645,3,496,4942,4592,2656,2362,2549,1807,932,2016,4093,4321,3530,262,786,2884,1649,3594,3698,2015,3132,2642,2737,3227,3259,310,1130,1134
1852,4884,3274,2077,3549,1428,3,3044,3448,2602,1749,4398,3932,4165,513,3585,4205,1199,3583,4430,4291,76,3861,612,542,1302,1655,4686,4226,3698,3875,4248,1134,2121,1103,4079,3043,4044,2894,750,3088,4303,1341,733,4385,3683,2462,2567,3390,2018,2264,2980,3606,2722,3121,2728,436,1014,2678,3513,4950,4422,2275,2842,3997
1853,1206,4997,3791,3269,1582,3444,3404,2604,3801,522,3305,2972,1580,3793,1406,3400,1243,3459,4040,2097,2617,4889,2400,752,4003,480,4673,1887,1343,3407,1611,327,3286,697,3728,2602,2477,4939,4999,1140,2443,3104,1463,383,2197,870,236,1524,3902,359,3562,4326,2310,1003,3068,2206,453,502,4712,3281,2120,3575,205,2991
1854,1064,4795,1640,3335,4799,4632,1125,4306,4655,811,3630,723,134,2977,3499,1868,2268,4369,4077,1986,477,1443,2777,3889,2817,1312,988,850,440,4744,3594,3720,4769,2685,2365,3760,2276,1453,1740,1635,1925,3613,3144,288,982,4622,801,3901,2920,3154,2450,4796,3504,2359,1133,3953,3420,3447,4147,2464,2812,302,931,616
1855,402,245,3323,2965,2226,3310,4533,1151,916,1137,653,4439,1674,4303,2918,3073,1084,820,835,2447,2264,1,1518,4458,529,4497,2737,1764,3916,3925,757,4090,3297,4524,3540,1228,1513,1976,2964,3487,546,1931,2553,1626,3179,2550,2292,977,4085,1031,4822,1722,4735,4325,3222,4470,4328,241,2645,4206,4359,201,1854,3952
1856,4505,4150,611,1035,3808,4732,1542,1003,4534,2312,453,1284,473,1182,762,1961,495,2625,108,3049,3760,1031,4652,3122,1070,4456,4722,552,3063,4715,4512,2875,1945,3392,4989,4962,2374,3189,2580,34,3730,1755,2362,1769,3998,3855,1694,2326,1514,2324,2845,1424,1176,3992,2727,4886,3202,61,3776,24,1029,2809,4051,185
1857,1704,4341,2998,3655,3971,1661,154,4343,4140,1495,4580,3279,1239,221,1697,3064,3897,2074,3745,3984,893,4198,3163,500,4793,3683,1884,2850,1405,1707,2176,3383,1638,3847,4566,1118,1300,4967,3284,2567,2348,825,4107,3744,1455,595,3720,4977,4245,1922,4227,2254,1702,1636,4510,4778,1851,2714,2913,4631,3722,458,2595,2232
1858,2286,1340,3197,4713,4118,4849,3911,1753,1266,4048,2882,3794,2261,663,2758,3483,4951,2459,384,3632,4285,4397,4807,3453,256,2376,1275,4767,3111,3834,1651,2108,415,281,4120,357,4551,1049,3843,3567,4025,4802,2317,1111,590,932,932,4728,711,1701,2996,2362,4973,1291,1662,786,898,2581,1653,4780,349,643,378,3806
1859,3860,4340,3469,3806,243,4380,3484,716,2078,1984,413,1069,3760,3469,1796,4016,2448,3174,2474,4089,3108,2363,4186,3883,3401,2765,81,4949,2149,1107,2140,4867,3869,2064,1313,2165,4649,1811,4439,1844,4824,3707,3287,2790,2173,3362,1952,2103,2590,1024,2434,2546,1686,2682,1999,4902,2572,2266,2725,1116,60,47,1765,2581
1860,4856,4263,3592,3821,1250,1768,4847,2643,4800,4214,2583,882,175,2097,4805,825,3107,2726,1048,780,534,2837,1865,3931,1412,437,4387,1898,3927,3318,1489,4939,843,1323,4674,4869,1554,575,3330,2246,1807,90,489,4451,1150,1686,4377,4705,3882,2491,205,1747,1579,4876,4468,3609,4552,1540,2829,989,3590,2595,3175,19
1861,4740,3653,4569,2635,1570,4347,4642,4276,2648,582,797,4102,1592,728,4713,2079,3593,2887,1905,1360,1905,3540,1214,502,2400,492,4031,2757,4006,4585,597,1259,4712,1859,3225,2829,485,369,3625,783,1207,4973,4259,834,3713,595,547,3023,4738,1401,1381,3006,1380,3224,3991,3453,3348,2614,4176,723,4007,1206,3632,2993
1862,1130,1323,1399,4031,3236,938,3570,2293,4272,2144,4917,4734,1385,4491,1140,701,1809,4476,1988,1506,2797,2540,3109,3026,537,1930,3621,2365,2894,4253,2109,1766,2033,1518,2836,1999,3573,2815,3235,3156,2096,1535,4914,1218,4645,3407,397,1561,1581,1744,3185,241,2636,1067,2675,4387,4023,2051,3061,708,4462,3197,1689,2548
1863,616,4857,4602,3762,1854,4870,1825,3175,273,4650,3941,4347,1377,3474,2981,2805,416,3961,3345,265,1072,1840,2020,3532,1038,513,3803,2276,514,2202,768,1995,1342,3172,1302,1340,4608,1879,708,761,954,703,1125,609,4800,2841,1598,1252,2349,1480,4184,3279,3351,2118,3197,2956,4461,2038,2379,1839,3799,4524,3216,3531
1864,733,4176,4155,145,1415,3881,4296,63,3081,4198,2091,1482,3662,300,8,3987,2632,3220,4417,2461,4768,4775,2447,4153,2014,1264,2224,1458,3117,4889,3929,2147,4562,2423,4126,2836,1039,1854,4467,3313,3836,792,1434,817,2680,53,2454,4384,4500,2220,1107,577,1517,4146,681,2605,3178,4701,3310,1184,4949,4214,2849,0
1865,1055,3806,1291,4116,4451,692,872,338,105,2347,4772,4922,2828,3646,778,1192,1439,4738,1231,2498,1647,3398,3941,4367,945,1213,126,4743,3479,4664,123,1064,1738,1283,4654,137,3588,4057,1468,2804,2781,623,3000,828,660,4910,376,510,580,3205,3516,3075,1196,2158,3142,1572,1985,3276,4678,4007,1055,3900,1505,1119
1866,931,2066,4630,3173,2445,1943,3343,3789,940,4308,3387,1076,2718,725,2047,67,660,4038,4714,2357,3126,2637,3368,2803,4819,2414,2954,1917,1133,3248,437,3903,373,4498,627,2279,2767,850,1815,2327,3863,3589,3035,3734,3820,2824,97,4844,496,2386,2866,2884,4506,694,2079,1167,1685,2741,393,3234,4462,2782,2742,4787
1867,141,4106,1378,2614,4708,551,704,694,4373,648,219,3659,968,878,852,2309,4779,683,908,551,107,1111,2096,2152,3658,4703,3040,732,1281,4506,3932,3249,4561,381,1939,4512,3747,3837,4134,3465,2455,3697,4814,4078,2568,3859,642,208,2375,855,802,3143,4386,2504,84,4448,2171,594,2718,4577,4178,4154,1052,3093
